Response,Created At
"Was a bit fast today, would appreciate if we could slow down a bit",2019-03-06 13:17:32
Can you point us to an R cookbook resource for integrating APA citations and a bibliography into our R Markdown scripts for the final project?,2019-03-06 11:51:01
Little hard to follow today. Having one example (possibly more interesting than coin flips?) to follow throughout the lecture would help scaffold the flow. But I'm still excited about Bayes!,2019-03-06 11:50:50
"Concrete examples. Also, some examples from the literature using Bayes rules could be super helpful because we could see what it looks like in action",2019-03-06 11:50:42
Went a bit fast for me. I didn't get how MCMC works.,2019-03-06 11:50:25
