Results Summary

Response,Count
just right,10
a little too fast,6
a little too slow,1
Total,17


Individual Results

Response,Created At
a little too slow,2019-03-08 11:46:59
just right,2019-03-08 11:46:59
just right,2019-03-08 11:46:55
just right,2019-03-08 11:46:47
just right,2019-03-08 11:46:44
just right,2019-03-08 11:46:44
just right,2019-03-08 11:46:43
just right,2019-03-08 11:46:42
just right,2019-03-08 11:46:39
just right,2019-03-08 11:46:37
just right,2019-03-08 11:46:37
a little too fast,2019-03-08 11:47:03
a little too fast,2019-03-08 11:46:52
a little too fast,2019-03-08 11:46:51
a little too fast,2019-03-08 11:46:49
a little too fast,2019-03-08 11:46:48
a little too fast,2019-03-08 11:46:37
