What did you like about today's class? What could be improved next time?
Response
it would be interesting to see the relationship between time spent on hw and whether or not someone worked in a group.
"""Congratulations! You won the prize! How would you like your sheepdog wrapped?"" – The Computer Wore Tennis Shoes"
