What did you like about today's class? What could be improved next time?
Response
"Pace was fast, but answering questions was helpful"
"I would love to see more real world examples like the papers or news articles where Bayes was important, used, or misinterpreted."
Today's class was fun! the stats review was really useful
loved it!
Thank you so much to the students who asked questions! I appreciate it!
I liked the CLUE example a lot
"Nilam went through the examples pretty fast, I would've liked more time to try to figure them out on my own."
The examples were relevant and relatable.
