Response,Created At
"Click (outside defined region): 99.32%, 47.12%",2020-03-11 14:56:57
1,2020-03-11 14:57:02
4,2020-03-11 14:57:13
4,2020-03-11 14:57:11
4,2020-03-11 14:57:00
4,2020-03-11 14:56:58
4,2020-03-11 14:56:57
5,2020-03-11 14:56:56
5,2020-03-11 14:56:55
5,2020-03-11 14:56:54
5,2020-03-11 14:56:54
5,2020-03-11 14:56:53
